SpecificHeatCapacity_composition_average,MeltingT_composition_average,HeatVaporization_composition_average,BCCvolume_padiff_composition_average,NdValence_composition_average,IonicRadii_composition_average,HeatCapacityMass_composition_average,MendeleevNumber_composition_average,IsFCC_composition_average,GSenergy_pa_composition_average,NUnfilled_composition_average,HHIr_composition_average,ElasticModulus_composition_average,ElectronAffinity_composition_average,valence_composition_average,BCCmagmom_composition_average,MiracleRadius_composition_average,BCCenergy_pa_composition_average,HeatFusion_composition_average,ThirdIonizationEnergy_composition_average
0.435,1789.5,361.4,0.0975,6.5,0.6000000000000001,0.435,56.5,0.0,-7.6829367525,3.5,2050.0,209.5,47.0,4.5,1.8973499999999999,125.0,-7.6327854649999995,15.004999999999999,32.0755
0.449,1995.5,344.5,-0.01,5.5,0.585,0.449,52.0,0.0,-8.89560045,5.0,2750.0,235.0,44.0,6.0,1.0553314,127.5,-8.89514597,17.405,30.805500000000002
0.41000000000000003,1056.955,302.78,-0.45875,8.0,0.585,0.41100000000000003,64.5,0.0,-5.64886983125,4.5,1650.0,111.0,26.5,4.5,1.0553314,129.5,-5.63193756,9.6975,30.680500000000002
0.3845,1511.2,341.9,-2.0925,8.0,0.54,0.3845,67.0,0.5,-6.4507619525,4.0,1650.0,163.0,72.0,5.0,1.0553314,119.5,-6.281924625,25.375,32.4355
0.2895,2275.0,456.54,0.21,6.5,0.5900000000000001,0.29000000000000004,57.5,0.5,-8.566997905000001,3.5,5250.0,372.0,87.0,4.5,1.29687415,130.5,-8.256319965,27.465,15.3255
0.34950000000000003,2353.5,469.95,0.0,5.5,0.5700000000000001,0.35,52.5,0.0,-9.565796065,5.0,3350.0,266.5,60.0,6.0,1.0553314,132.0,-9.565796065,25.645,28.9055
0.357,2280.5,519.8,0.0,5.0,0.595,0.357,51.0,0.0,-9.189402945000001,5.5,5100.0,157.5,60.0,5.5,1.0553314,134.0,-9.189402945000001,21.905,27.8455
0.4465,1769.5,363.5,0.005,7.0,0.62,0.4465,58.0,0.5,-6.915904465000001,3.0,1450.0,209.5,67.5,4.5,1.087615,125.5,-6.862311699999999,15.645,32.9105
0.609,1064.15,180.95,-4.2051190475,3.0,0.36000000000000004,0.609,69.0,0.0,-6.84299670125,3.5,3250.0,108.0,47.85,5.5,1.0553314,113.5,-6.48426028,16.175,30.4155
0.28900000000000003,1205.805,263.7,-0.095,8.0,0.87,0.2895,68.0,0.5,-5.957256985,4.0,1600.0,115.5,67.0,5.0,1.0553314,149.5,-5.934129465,9.292,31.297
0.34550000000000003,2024.0,422.445,0.15,7.0,0.6100000000000001,0.346,57.0,0.5,-7.76956494,3.5,4700.0,270.5,72.0,6.0,1.24050985,128.5,-7.597734135,20.2,30.8555
0.3435,2209.0,458.635,0.2,6.5,0.585,0.3435,55.5,0.0,-8.740058965,4.0,4700.0,320.5,67.0,7.0,1.05536005,129.5,-8.42820837,26.200000000000003,29.560499999999998
0.328,1357.3899999999999,208.735,-2.235,8.0,0.655,0.328,70.0,0.0,-6.20142335,3.5,2400.0,139.0,62.5,5.5,1.0553314,140.0,-6.087699745,16.8,27.9755
0.5745,1749.0,354.25,-2.915,3.0,0.405,0.5805,66.5,0.5,-6.8552011825,4.0,1200.0,186.5,78.8,5.0,1.0553314,117.5,-6.5937473749999995,32.01,32.0715
0.3385,1158.04,319.935,-4.0275,8.0,0.63,0.338,67.5,0.0,-6.1232657249999995,4.0,1500.0,130.5,72.5,5.0,1.0553314,140.0,-6.0902049,10.48,30.5765
0.34450000000000003,2120.5,425.75,0.0775,5.5,0.555,0.2245,54.0,0.0,-9.3203177775,4.5,700.0,295.5,47.0,6.5,1.0553314,130.5,-9.18862287,23.55,30.0955
0.486,1876.0,387.35,0.075,4.0,0.5800000000000001,0.48650000000000004,49.0,0.0,-8.030355740000001,6.0,1500.0,160.5,22.0,5.0,1.0553314,133.5,-7.973376235,13.98,29.070999999999998
0.469,1997.0,398.1,0.0,4.5,0.545,0.469,50.5,0.0,-8.612372525,5.5,2400.0,170.0,37.0,5.5,1.0553314,129.5,-8.612372525,17.655,29.9805
0.2895,2753.0,386.03999999999996,0.0,5.0,0.575,0.2905,53.0,0.0,-10.62214249,5.0,2850.0,306.0,42.0,6.0,1.0553314,130.0,-10.62214249,33.06,15.3255
0.4185,1251.84,232.4,0.1,8.0,0.645,0.4185,62.0,0.0,-4.7627421375,2.0,1650.0,153.0,12.0,4.0,1.0553314,132.5,-4.72128793,10.439,35.1865
0.41700000000000004,1584.385,325.0,0.005,8.0,0.64,0.41700000000000004,59.5,0.5,-5.9830695899999995,2.5,1450.0,167.5,71.15,4.0,1.0553314,125.5,-5.96418582,13.705,33.7405
0.4645,1665.0,284.62,0.0112068965,5.5,0.6100000000000001,0.46399999999999997,53.5,0.0,-8.65302480517,4.5,1600.0,204.5,12.0,6.5,1.46461785,128.5,-8.57794756,13.36,32.159
0.34199999999999997,1522.9650000000001,300.065,-0.065,8.0,0.85,0.34199999999999997,60.0,0.5,-5.52543896,2.5,1400.0,145.5,74.85,4.0,1.0553314,134.5,-5.502731765,12.555,32.7405
0.2885,1574.165,336.96500000000003,0.015,8.0,0.7,0.28900000000000003,60.5,0.5,-5.747588485,2.5,1200.0,144.65,123.37,4.5,1.0553314,134.0,-5.73496859,13.18,15.3255
0.3405,1202.6100000000001,224.685,0.0775,8.0,0.75,0.34,62.5,0.0,-4.5488292925,2.0,1350.0,136.5,12.0,4.0,1.0553314,141.0,-4.5129117,10.01,34.0655
0.2945,2158.5,505.285,-0.165,4.0,0.69,0.2965,50.0,0.0,-9.1198918475,6.0,2000.0,175.0,12.0,5.0,1.0553314,141.5,-9.03006686,20.505,26.985500000000002
0.2945,1022.66,204.4,-1.4537931035,8.0,0.785,0.2945,63.0,0.0,-4.267794961207,2.0,2250.0,116.5,12.0,4.0,1.0553314,138.5,-4.22265766,8.0525,32.4265
0.341,1120.375,287.9175,0.085,8.0,0.675,0.341,65.0,0.0,-5.4761431599999995,4.5,1700.0,112.5,26.5,4.5,1.0553314,140.0,-5.4696947399999996,8.5505,29.3405
0.2895,2558.5,488.55,0.245,6.0,0.5900000000000001,0.2895,56.0,0.0,-9.753094175000001,4.0,5250.0,380.5,67.0,7.0,1.0553314,130.0,-9.30892501,35.83,15.3255
0.34650000000000003,1819.525,371.4,0.03,8.0,0.595,0.34650000000000003,58.5,0.5,-6.711629465,2.0,4700.0,169.0,42.0,5.0,1.0553314,133.5,-6.68824863,15.274999999999999,31.7905
0.2895,1926.2,429.975,0.025,7.5,0.5900000000000001,0.29100000000000004,59.0,0.5,-7.15699702,3.0,5250.0,193.0,114.65,5.0,1.0553314,132.0,-7.105311175,17.9925,15.3255
0.5085,1812.5,327.15,-0.0175,3.5,0.65,0.5085,33.0,0.0,-7.285498725,6.5,2950.0,145.5,21.05,4.5,1.0553314,143.5,-7.2287877599999995,13.955,27.7055
0.2945,2550.5,543.25,0.0,4.5,0.595,0.2945,51.5,0.0,-10.06844195,5.5,3100.0,197.0,42.0,5.5,1.0553314,135.0,-10.06844195,25.19,15.3255
0.28900000000000003,1194.0,255.79500000000002,-0.33,8.0,1.07,0.28900000000000003,65.5,0.0,-5.2790809450000005,4.5,3950.0,111.5,27.0,4.5,1.0553314,148.5,-5.2691910449999995,8.976,30.240000000000002
0.36350000000000005,1969.5,470.0,-0.2225,4.0,0.6950000000000001,0.36350000000000005,49.5,0.0,-8.4157214575,6.0,2000.0,152.5,37.0,5.0,1.0553314,141.5,-8.376379615000001,17.405,26.8205
0.29300000000000004,2635.0,528.3,0.0725,5.5,0.54,0.29300000000000004,54.5,0.0,-10.3512560625,4.5,2350.0,336.0,19.0,6.5,1.0553314,131.0,-10.193631204999999,23.945,15.3255
0.13,2739.0,563.58,0.42,7.0,0.63,0.131,60.0,1.0,-8.84851145,3.0,9100.0,533.0,150.0,3.0,0.4830855,136.0,-8.22715557,41.12,0.0
0.1825,1986.9650000000001,407.105,0.145,8.5,0.8899999999999999,0.183,62.5,1.0,-5.806952505,2.0,5250.0,306.5,137.85,2.5,0.24154275,140.0,-5.4735673700000005,26.21,17.415
0.181,1666.6100000000001,331.725,0.2875,8.5,0.79,0.181,65.0,0.5,-4.8303428375,1.5,5200.0,297.5,75.0,2.5,0.24154275,146.5,-4.4837473050000005,23.665,18.74
0.19,2817.5,576.99,0.21,6.0,0.61,0.191,55.0,0.5,-9.84730961,4.5,7200.0,427.5,123.0,4.5,0.24154275,137.5,-9.53663167,39.3,13.58
0.1975,2744.5,626.84,0.21,5.5,0.635,0.198,53.5,0.5,-9.47091649,5.0,8950.0,318.5,123.0,4.0,0.24154275,139.5,-9.16023855,35.56,12.52
0.187,2283.525,478.44000000000005,0.24,8.5,0.635,0.1875,61.0,1.0,-6.993143010000001,1.5,8550.0,330.0,105.0,3.5,0.24154275,139.0,-6.659084235,28.93,16.465
0.186,2488.0,529.485,0.36,7.5,0.65,0.187,59.5,1.0,-8.051078485,3.0,8550.0,431.5,135.0,4.5,0.4267212,134.0,-7.568569740000001,33.855,15.53
0.184,2673.0,565.675,0.41000000000000003,7.0,0.625,0.1845,58.0,0.5,-9.02157251,3.5,8550.0,481.5,130.0,5.5,0.2415714,135.0,-8.399043975000001,39.855000000000004,14.235
0.185,2584.5,532.79,0.2875,6.0,0.595,0.0655,56.5,0.5,-9.6018313225,4.0,4550.0,456.5,110.0,5.0,0.24154275,136.0,-9.159458475000001,37.205,14.77
0.215,2269.0,478.44000000000005,0.2925,4.0,0.825,0.2145,36.0,0.5,-7.6565556125,6.0,5850.0,298.7,75.0,3.0,0.24154275,157.5,-7.283726545,26.255,10.26
0.20400000000000001,2433.5,577.04,-0.012500000000000011,4.5,0.735,0.20450000000000002,52.0,0.5,-8.697235002500001,5.5,5850.0,313.5,100.0,3.5,0.24154275,147.0,-8.34721522,31.06,11.495
1.02,923.0,127.6,-0.01,0.0,0.72,1.023,68.0,0.0,-1.54227231,0.0,500.0,44.4,-230.0,2.0,0.0,160.0,-1.51367083,8.48,80.143
0.6275,1078.9650000000001,189.115,-0.07,5.0,0.9349999999999999,0.629,66.5,0.5,-2.153832935,0.5,950.0,62.2,-52.15,2.0,0.0,152.0,-2.116825,9.89,57.4865
0.96,928.235,209.2,0.215,0.0,0.63,0.96,70.5,0.5,-2.6438477149999997,2.5,750.0,57.45,-92.5,2.5,0.0,150.5,-2.58192898,9.595,54.295
0.5740000000000001,1130.165,226.015,0.009999999999999998,5.0,0.7849999999999999,0.576,67.0,0.5,-2.37598246,0.5,750.0,61.349999999999994,-3.6299999999999955,2.5,0.0,151.5,-2.349061825,10.515,40.0715
1.4224999999999999,1241.5,212.3,-0.049999999999999996,0.0,0.585,1.424,67.5,0.0,-2.6486555025,0.0,2250.0,172.7,-235.0,2.0,0.0,136.0,-2.58447137,8.1875,117.018
0.571,733.7,153.3,-1.525,5.0,0.875,0.5725,77.0,0.0,-2.757983355,1.5,3250.0,39.2,-60.0,3.5,0.0,161.0,-2.704527285,9.793,52.851
0.8335,1019.0,141.135,-0.48,0.0,0.86,0.835,37.5,0.5,-1.7453009375000001,0.0,1000.0,32.7,-193.0,2.0,0.0,180.5,-1.7204650199999998,8.51,65.5255
0.626,758.61,113.735,0.0725,5.0,0.835,0.627,69.0,0.0,-1.1772232675,0.0,900.0,53.2,-115.0,2.0,0.0,158.5,-1.127004935,7.345000000000001,58.811499999999995
0.605,997.0,220.7,-0.19,0.5,0.9299999999999999,0.6074999999999999,41.5,0.5,-3.15942098,11.0,1800.0,37.2,-90.0,3.0,0.0,171.0,-3.084426155,6.970000000000001,50.1715
0.7205,1345.5,250.45,0.0925,3.5,0.685,0.722,63.0,0.0,-4.3113307275,1.5,1600.0,126.2,-80.0,2.5,0.8420186,142.5,-4.2468787,12.34,56.8215
0.7345,1551.5,233.55,-0.015,2.5,0.6699999999999999,0.736,58.5,0.0,-5.523994425,3.0,2300.0,151.7,-83.0,4.0,0.0,145.0,-5.509239205,14.74,55.551500000000004
0.7025,1140.385,214.05,0.0,5.0,0.725,0.704,66.0,0.5,-2.611463565,0.5,1000.0,84.2,-55.85,2.0,0.0,143.0,-2.578279055,11.04,58.4865
0.7345,1367.0,238.55,-0.005,3.0,0.635,0.736,61.5,0.0,-4.913878335,2.0,950.0,127.7,-103.0,4.0,1.0553314,142.5,-4.899577595,11.145,55.397
0.6955,612.955,191.82999999999998,-0.46375,5.0,0.6699999999999999,0.698,71.0,0.0,-2.2772638062499997,2.5,1200.0,27.7,-100.5,2.5,0.0,147.0,-2.246030795,7.032500000000001,55.426500000000004
0.628,1254.5,219.65499999999997,0.285,0.5,0.885,0.629,47.5,0.0,-3.09834681,8.0,1800.0,49.7,-90.0,2.5,0.0,168.0,-3.0121789349999997,9.075,50.389
0.5800000000000001,1714.5,394.33500000000004,-0.17,1.0,0.7749999999999999,0.5834999999999999,56.5,0.0,-5.7482858225,4.0,1550.0,91.7,-115.0,3.0,0.0,159.0,-5.644160095,17.84,51.7315
0.5800000000000001,578.66,93.44999999999999,-1.4587931035,5.0,0.87,0.5814999999999999,69.5,0.0,-0.896188936207,0.0,1800.0,33.2,-115.0,2.0,0.0,156.0,-0.836750895,5.3875,57.1725
0.6265000000000001,676.375,176.9675,0.08,5.0,0.76,0.628,71.5,0.0,-2.104537135,2.5,1250.0,29.2,-100.5,2.5,0.0,157.5,-2.083787975,5.8855,54.0865
0.575,1831.0,345.59000000000003,0.205,3.5,0.675,0.577,64.0,0.5,-5.19539188,1.5,4800.0,288.7,-40.0,2.5,0.24154275,148.0,-4.870413200000001,24.799999999999997,40.0715
0.8885000000000001,629.765,102.25,-0.5083333335,0.0,1.115,0.8899999999999999,35.5,0.0,-1.319906011665,0.5,3850.0,23.4,-90.82,1.5,0.0,195.0,-1.305093415,5.407500000000001,62.9315
0.605,1058.0,263.585,0.28125,0.5,0.94,0.609,40.5,0.0,-3.2349092475,4.5,1800.0,47.2,-90.0,2.5,0.00040255,173.5,-3.154767675,7.34,49.658500000000004
2.301,688.345,137.35,-0.046666666499999995,0.0,0.74,2.3024999999999998,34.5,0.0,-1.70607961,0.5,2350.0,27.2,-85.1,1.5,0.0,156.0,-1.6896028049999998,5.74,101.297
0.75,1221.0,173.67000000000002,0.0062068965000000005,2.5,0.6950000000000001,0.7509999999999999,60.0,0.0,-5.28141878017,2.5,1150.0,121.2,-115.0,4.5,0.40928645,146.0,-5.1920407950000005,10.695,56.905
0.635,1909.5,359.0,-0.005,2.5,0.655,0.637,59.0,0.0,-6.19419004,3.0,2900.0,183.2,-67.0,4.0,0.0,149.5,-6.1798893,22.979999999999997,53.6515
1.125,646.935,112.805,-0.0216666665,0.0,0.87,1.1255,35.0,0.0,-1.401256846665,0.5,500.0,24.7,-88.65,1.5,0.0,170.0,-1.3840777649999998,5.54,75.892
0.6425000000000001,1836.5,408.85,-0.005,2.0,0.6799999999999999,0.6439999999999999,57.5,0.0,-5.81779692,3.5,4650.0,74.2,-67.0,3.5,0.0,151.5,-5.803496180000001,19.240000000000002,52.591499999999996
0.605,1108.5,205.64,0.075,0.0,1.005,0.6064999999999999,43.5,0.0,-3.152311825,5.0,1800.0,41.2,-90.0,2.5,0.0,171.0,-3.072211565,7.8100000000000005,51.1095
0.732,1325.5,252.55,0.0,4.0,0.705,0.7334999999999999,64.5,0.5,-3.5442984400000004,1.0,1000.0,126.2,-59.5,2.5,0.0322836,143.0,-3.4764049349999997,12.98,57.6565
0.575,2114.5,377.6,0.24,3.0,0.675,0.5765,62.5,0.0,-6.38148815,2.0,4800.0,297.2,-60.0,5.0,0.0,147.5,-5.923018245000001,33.165,40.0715
0.632,1375.525,260.45,0.024999999999999998,5.0,0.6799999999999999,0.6335,65.0,0.5,-3.3400234400000004,0.0,4250.0,85.7,-85.0,3.0,0.0,151.0,-3.302341865,12.61,56.536500000000004
0.6065,1063.5,230.115,0.1025,0.0,0.9249999999999999,0.608,42.5,0.0,-3.158051135,5.5,1800.0,47.2,-90.0,2.5,0.0,171.5,-3.0811053349999997,7.6850000000000005,50.8815
0.575,1482.2,319.025,0.02,4.5,0.675,0.578,65.5,0.5,-3.785390995,1.0,4800.0,109.7,-12.349999999999994,3.0,0.0,149.5,-3.7194044099999997,15.3275,40.0715
0.5785,2191.0,417.35,0.06749999999999999,2.5,0.625,0.58,61.0,0.0,-6.9796500375,2.5,1900.0,252.7,-108.0,4.5,0.0,148.5,-6.80772444,21.28,40.0715
0.631,1580.0,311.495,0.145,4.0,0.6950000000000001,0.633,63.5,0.5,-4.397958915,1.5,4250.0,187.2,-55.0,4.0,0.18517845,146.0,-4.21182737,17.535,55.6015
0.629,1765.0,347.685,0.195,3.5,0.6699999999999999,0.6305,62.0,0.0,-5.36845294,2.0,4250.0,237.2,-60.0,5.0,2.865e-05,147.0,-5.0423016050000005,23.535000000000004,54.3065
0.6135,913.39,97.785,-2.2399999999999998,5.0,0.74,0.615,76.5,0.0,-2.8298173249999996,1.5,1950.0,55.7,-64.5,3.5,0.0,157.5,-2.70179298,14.135,52.7215
0.794,1368.5,216.2,-0.022500000000000003,0.5,0.735,0.7954999999999999,39.5,0.0,-3.9138927,4.5,2500.0,62.2,-105.95,2.5,0.0,161.0,-3.842880995,11.29,52.4515
0.67,708.5,76.96,-2.88,5.0,0.61,0.6719999999999999,78.5,0.0,-2.50653211,1.0,3250.0,32.2,-17.519999999999996,4.0,0.0,139.0,-2.20720597,7.585000000000001,55.4815
0.86,1305.0,243.3,-2.92,0.0,0.49,0.8674999999999999,73.0,0.5,-3.4835951575,2.0,750.0,103.2,-48.2,3.0,0.0,135.0,-3.20784061,29.345,56.817499999999995
0.624,714.04,208.985,-4.0325,5.0,0.715,0.625,74.0,0.0,-2.7516597000000003,2.0,1050.0,47.2,-54.5,3.0,0.0,157.5,-2.704298135,7.815,55.3225
0.66,986.5,132.25,-0.665,0.0,0.99,0.6645,38.0,0.5,-1.612542955,0.0,1750.0,29.7,-199.0,2.0,0.0,186.0,-1.59580537,7.955,61.8715
0.5800000000000001,2106.5,432.3,-0.005,1.5,0.6799999999999999,0.5814999999999999,58.0,0.0,-6.696835924999999,3.5,2650.0,113.7,-85.0,3.5,0.0,152.5,-6.682535185,22.525,40.0715
0.63,1676.5,314.8,0.0725,2.5,0.64,0.5115,60.5,0.0,-5.9487117524999995,2.5,250.0,212.2,-80.0,4.5,0.0,148.0,-5.802716105,20.884999999999998,54.841499999999996
0.5665,1473.0,335.76,0.285,1.0,0.885,0.5705,42.0,0.5,-4.477407685,4.0,250.0,58.7,-115.0,3.0,0.0,169.0,-4.39010882,11.145,50.073
0.7715000000000001,1432.0,276.4,0.06999999999999999,1.0,0.665,0.7735,55.5,0.0,-4.658749715,4.0,1050.0,77.2,-105.0,3.0,0.0,151.0,-4.58746947,11.315000000000001,53.817
0.7545,1553.0,287.15,-0.005,1.5,0.63,0.756,57.0,0.0,-5.240766499999999,3.5,1950.0,86.7,-90.0,3.5,0.0,147.0,-5.22646576,14.99,54.7265
0.575,2309.0,275.09,-0.005,2.0,0.6599999999999999,0.5774999999999999,59.5,0.0,-7.250536465,3.0,2400.0,222.7,-85.0,4.0,0.0,147.5,-7.236235725,30.395000000000003,40.0715
0.66,1361.0,260.45,0.0775,0.5,0.87,0.6605,40.0,0.0,-4.0034360425,4.5,1550.0,54.400000000000006,-115.0,2.5,0.0,169.5,-3.926984175,9.935,50.3315
0.704,807.8399999999999,121.44999999999999,0.095,5.0,0.73,0.7055,68.5,0.0,-1.3911361125,0.0,1200.0,69.7,-115.0,2.0,0.0,150.0,-1.3353811649999998,7.774,59.932500000000005
0.649,1525.5,359.05,-0.2275,1.0,0.78,0.6505,56.0,0.0,-5.0441154325,4.0,1550.0,69.2,-90.0,3.0,0.0,159.0,-4.990472850000001,14.74,51.5665
0.25,2896.0,590.4,0.0,5.0,0.59,0.251,50.0,0.0,-10.84610777,6.0,5300.0,322.0,96.0,6.0,0.0,139.0,-10.84610777,37.48,27.16
0.2425,2065.465,420.515,-0.065,7.5,0.8699999999999999,0.243,57.5,0.5,-6.805750665,3.5,3350.0,201.0,110.85,4.0,0.0,141.5,-6.78304347,24.39,30.994999999999997
0.186,1720.2,384.7,-1.52,7.5,0.81,0.1865,68.0,0.0,-7.4099010849999996,4.5,5650.0,178.0,103.0,5.5,0.0,150.5,-7.370745755,24.293,26.3595
0.241,1745.1100000000001,345.135,0.0775,7.5,0.77,0.241,60.0,0.0,-5.8291409975,3.0,3300.0,192.0,48.0,4.0,0.0,148.0,-5.793223405,21.845,32.32
0.3355,2332.0,481.85,0.0975,6.0,0.62,0.33599999999999997,54.0,0.0,-8.9632484575,4.5,4000.0,265.0,83.0,4.5,0.8420186,132.0,-8.91309717,26.839999999999996,30.33
0.34950000000000003,2538.0,464.95,-0.01,5.0,0.605,0.35,49.5,0.0,-10.175912154999999,6.0,4700.0,290.5,80.0,6.0,0.0,134.5,-10.175457675,29.24,29.060000000000002
0.3175,2126.885,445.45,0.005,7.5,0.6599999999999999,0.318,57.0,0.5,-7.263381295,3.5,3400.0,223.0,107.15,4.0,0.0,132.5,-7.244497525,25.54,31.994999999999997
0.34950000000000003,2353.5,469.95,0.0,5.5,0.5700000000000001,0.35,52.5,0.0,-9.565796065,5.0,3350.0,266.5,60.0,6.0,1.0553314,132.0,-9.565796065,25.645,28.9055
0.3105,1599.455,423.23,-0.45875,7.5,0.605,0.312,62.0,0.0,-6.92918153625,5.5,3600.0,166.5,62.5,4.5,0.0,136.5,-6.912249265,21.5325,28.935000000000002
0.2415,1662.875,408.3675,0.085,7.5,0.6950000000000001,0.242,62.5,0.0,-6.756454865,5.5,3650.0,168.0,62.5,4.5,0.0,147.0,-6.750006445,20.385499999999997,27.595
0.635,1909.5,359.0,-0.005,2.5,0.655,0.637,59.0,0.0,-6.19419004,3.0,2900.0,183.2,-67.0,4.0,0.0,149.5,-6.1798893,22.979999999999997,53.6515
0.365,2207.5,405.07,0.0112068965,5.0,0.63,0.365,51.0,0.0,-9.933336510170001,5.5,3550.0,260.0,48.0,6.5,0.40928645,135.5,-9.858259265000001,25.195,30.4135
0.347,2312.0,483.95,0.005,6.5,0.6399999999999999,0.34750000000000003,55.5,0.5,-8.19621617,4.0,3400.0,265.0,103.5,4.5,0.0322836,132.5,-8.142623405,27.479999999999997,31.165
0.247,2362.025,491.85,0.03,7.5,0.615,0.2475,56.0,0.5,-7.9919411700000005,3.0,6650.0,224.5,78.0,5.0,0.0,140.5,-7.968560334999999,27.11,30.045
0.245,2663.0,546.2,0.0775,5.0,0.575,0.1255,51.5,0.0,-10.6006294825,5.5,2650.0,351.0,83.0,6.5,0.0,137.5,-10.468934574999999,35.385,28.35
0.19,3295.5,506.49,0.0,4.5,0.595,0.1915,50.5,0.0,-11.902454195,6.0,4800.0,361.5,78.0,6.0,0.0,137.0,-11.902454195,44.894999999999996,13.58
0.275,2347.5,491.85,0.0825,3.0,0.8049999999999999,0.27449999999999997,31.0,0.0,-8.6553537725,7.5,3950.0,193.2,48.0,4.5,0.0,159.0,-8.593202645,24.435,23.84
0.319,1794.34,352.84999999999997,0.1,7.5,0.665,0.3195,59.5,0.0,-6.0430538425,3.0,3600.0,208.5,48.0,4.0,0.0,139.5,-6.001599635,22.273999999999997,33.441
0.29000000000000004,1993.0,311.4,-1.5825,7.5,0.585,0.29000000000000004,67.0,0.0,-7.7484984425,4.5,4650.0,180.5,86.5,5.5,0.0,127.0,-7.53053588,30.96,27.755499999999998
0.28500000000000003,2053.7,462.35,-2.0925,7.5,0.56,0.2855,64.5,0.5,-7.7310736575,5.0,3600.0,218.5,108.0,5.0,0.0,126.5,-7.562236329999999,37.209999999999994,30.689999999999998
0.19,3101.0,609.0,0.245,5.5,0.61,0.1905,53.5,0.0,-11.03340588,5.0,7200.0,436.0,103.0,7.0,0.0,137.0,-10.589236715,47.665,13.58
0.5095000000000001,1606.65,301.4,-4.2051190475,2.5,0.38,0.51,66.5,0.0,-8.12330840625,4.5,5200.0,163.5,83.85,5.5,0.0,120.5,-7.764571985,28.009999999999998,28.67
0.1895,1748.305,384.15,-0.095,7.5,0.8899999999999999,0.1905,65.5,0.5,-7.23756869,5.0,3550.0,171.0,103.0,5.0,0.0,156.5,-7.21444117,21.127,29.5515
0.19,2468.7,550.425,0.025,7.0,0.61,0.192,56.5,0.5,-8.437308725,4.0,7200.0,248.5,150.65,5.0,0.0,139.0,-8.38562288,29.8275,13.58
0.244,2751.5,579.085,0.2,6.0,0.605,0.2445,53.0,0.0,-10.02037067,5.0,6650.0,376.0,103.0,7.0,2.865e-05,136.5,-9.708520075,38.035,27.814999999999998
0.22849999999999998,1899.8899999999999,329.185,-2.235,7.5,0.675,0.22899999999999998,67.5,0.0,-7.481735055,4.5,4350.0,194.5,98.5,5.5,0.0,147.0,-7.36801145,28.634999999999998,26.23
0.409,2355.0,447.6,-0.0175,3.0,0.6699999999999999,0.4095,30.5,0.0,-8.565810429999999,7.5,4900.0,201.0,57.05,4.5,0.0,150.5,-8.509099465,25.79,25.96
0.475,2291.5,474.7,-2.915,2.5,0.425,0.4815,64.0,0.5,-8.1355128875,5.0,3150.0,242.0,114.8,5.0,0.0,124.5,-7.87405908,43.845,30.326
0.239,1700.54,440.385,-4.0275,7.5,0.6499999999999999,0.239,65.0,0.0,-7.40357743,5.0,3450.0,186.0,108.5,5.0,0.0,147.0,-7.370516605,22.314999999999998,28.831
0.3865,2418.5,507.79999999999995,0.075,3.5,0.6,0.3875,46.5,0.0,-9.310667445,7.0,3450.0,216.0,58.0,5.0,0.0,140.5,-9.253687939999999,25.814999999999998,27.325499999999998
0.1895,1736.5,376.245,-0.33,7.5,1.09,0.19,63.0,0.0,-6.5593926499999995,5.5,5900.0,167.0,63.0,4.5,0.0,155.5,-6.54950275,20.811,28.494500000000002
0.264,2512.0,590.45,-0.2225,3.5,0.715,0.2645,47.0,0.0,-9.696033162500001,7.0,3950.0,208.0,73.0,5.0,0.0,148.5,-9.65669132,29.24,25.075
0.444,1728.0,377.5,0.01,8.0,0.69,0.444,61.0,1.0,-5.54632457,2.0,1500.0,208.0,111.0,3.0,0.0645672,126.0,-5.43913904,17.48,35.17
0.3395,1481.4650000000001,314.065,-0.060000000000000005,9.0,0.9199999999999999,0.3395,63.0,1.0,-4.1558590650000005,1.5,1450.0,144.0,118.35,2.5,0.0322836,135.0,-4.0795591049999995,14.39,35.0
0.672,1330.7350000000001,334.15,0.225,4.0,0.615,0.6705,67.0,1.0,-4.645873845000001,3.5,1250.0,139.25,78.0,3.0,0.0322836,133.5,-4.544663085,14.095,31.808500000000002
0.28600000000000003,1532.665,350.96500000000003,0.02,9.0,0.77,0.2865,63.5,1.0,-4.37800859,1.5,1250.0,143.15,166.87,3.0,0.0322836,134.5,-4.31179593,15.015,17.585
0.28300000000000003,1136.2,278.25,-1.5150000000000001,9.0,0.86,0.28300000000000003,73.5,0.5,-4.760009485,2.5,3750.0,121.0,110.5,4.0,0.0322836,144.0,-4.66726139,14.293,30.3645
0.338,1161.1100000000001,238.685,0.0825,9.0,0.82,0.3375,65.5,0.5,-3.1792493975,1.0,1400.0,135.0,55.5,2.5,0.0322836,141.5,-3.08973904,11.845,36.325
0.4325,1748.0,375.4,0.10250000000000001,7.5,0.6699999999999999,0.4325,59.5,0.5,-6.3133568575000005,2.5,2100.0,208.0,90.5,3.0,0.8743021999999999,125.5,-6.209612805,16.84,34.335
0.4465,1954.0,358.5,-0.005,6.5,0.655,0.4465,55.0,0.5,-7.5260205550000006,4.0,2800.0,233.5,87.5,4.5,0.0322836,128.0,-7.471973309999999,19.240000000000002,33.065
0.4145,1542.885,339.0,0.01,9.0,0.71,0.4145,62.5,1.0,-4.613489695,1.5,1500.0,166.0,114.65,2.5,0.0322836,126.0,-4.54101316,15.54,36.0
